,post_title,post_user,post_firm,post_position,post_text,post_like,post_comment,post_timestamp,post_url,company
0,Help needed from Qualcomm employee,mnebcvze,/company/Google/,nan,My wife’s niece’s husband worked in Qualcomm in San Diego area. He passed away in India today due to COVID-19.  We are trying to figure out the next steps.. but just wanted to see if someone can help us with an email address or phone number for HR other than what I was able to find on the internet - Thanks!https://qualcomm.service-now.com/hrpublic?id=hr_public_article_view&sys_id=05757a681b8aa858b62ffc03cc4bcb3b,1,20,2021-5-8 05:19:26,/post/Help-needed-from-Qualcomm-employee-AoiqGcHV,Qualcomm
0,Qualcomm stocks,0x1h0b,/company/Qualcomm/,nan,"I recently joined qualcomm,. I also created etrade account as suggested by qualcomm...but its been 3 months and i haven't got any stocks related things/notification..there is nothing in my e trade account?I am fresher so i apologize in advance but i have no idea how these things work. Any suggestions Thanks in advance 🙂#engineering #software",0,7,2021-4-20 04:12:46,/post/Qualcomm-stocks-HYiPKnXm,Qualcomm
0,Nuvia (Qualcomm) offer,Intelian,/company/Intel/,nan,Nuvia (Qualcomm):Base: 200kRSUs: 200k Qualcomm RSUsRole: Principal EngineerAny location. I will work mostly from AustinYoE: 12 (10 in USA)Offer is yet to be negotiated. How are Qualcomm refreshers in general?#nuvia #qualcomm #interview #offer ,1,22,2021-2-25 16:30:39,/post/Nuvia-Qualcomm-offer-vKwz81j2,Qualcomm
0,Qualcomm offer,Flash1996,/company/Analog-Devices/,nan,How much can/should I ask for 4 yrs experience Senior Engineer role Location : BangaloreCurrent base : 18.5 L Stocks : 20LOffer in Hand : TI (25L base + 20% profit sharing) 20L joining bonus over 3 yrs#hardware #semiconductor,0,11,2021-4-14 22:59:55,/post/Qualcomm-offer-Pf8gH2fm,Qualcomm
0,Unresponsive Qualcomm,byebyeIntc,/company/Intel/,nan,"Had a 1hour technical interview for DV position, and the interview went really well!! It has been one week since the interview I haven’t heard anything back, emailed the interviewer twice and nothing!! Is this usual?",1,9,2021-4-29 23:20:05,/post/Unresponsive-Qualcomm-vCe0iOSF,Qualcomm
0,Qualcomm Laptop,jnz455,nan,nan,"I have accepted a role in qualcomm , start date may 24.Question: I have been allocated a thinkpad as work laptop, do you know which model QC staff use? #qualcomm",0,4,2021-5-4 18:50:41,/post/Qualcomm-Laptop-GZHZoUoK,Qualcomm
0,Qualcomm vs Nvidia,othlaguru,/company/Qualcomm/,nan,I recently joined Qualcomm and now I am in the middle of an interview process with Nvidia for a similar role. My current TC at Qcom is 168k (base + RSU) in SD with close to 4 yoe. Nvidia position is in SC. I am not sure of the bump that Nvidia might offer since the role is very similar to what I do now. What bump justifies such a move and what are the chances Nvidia might get there?Thanks#semiconductor #hardware #Nvidia #qualcomm #apple #intel,2,9,2021-4-24 05:53:35,/post/Qualcomm-vs-Nvidia-CtDzV3AC,Qualcomm
0,Qualcomm hiring,Jarvi$,/company/Qualcomm/,nan,"Qualcomm Bangalore has multiple openings across wifi, soc, XR, multimedia, HW, ML etc.DM with resume for referral.#tech #qualcomm #hiring #embedded #linux #kernel #machinelearning",0,7,2021-4-7 15:49:53,/post/Qualcomm-hiring-afLaVQVE,Qualcomm
0,Qualcomm referral ,TTqF33,nan,nan,"Hello everyone,I’m currently applying to jobs mainly in DS/ Data Analyst positions. I came across a job posting at Qualcomm which I believe perfectly fits my experience.I’ll be grateful if someone could refer me.Thanks in advance!",0,9,2021-3-25 23:53:47,/post/Qualcomm-referral-DLcgL0tu,Qualcomm
0,Internal transfer: Qualcomm,temple🐒,/company/Qualcomm/,nan,What is the procedure for internal transfer at Qualcomm?#hardware #digitaldesignBeen with the company for few months. I want to move from San Diego to Santa Clara location. The team is housed in San Diego.Will there be a set of interview rounds from scratch or how does it work?YOE: 4#interview #hardware,0,9,2021-4-23 23:41:53,/post/Internal-transfer-Qualcomm-zbS5G0hj,Qualcomm
0,Qualcomm buying NUVIA!,💥 boom,/company/Intel/,nan,Qualcomm exited ARM based Datacenter chip business long time ago and now acquiring NUVIA.https://finance.yahoo.com/news/qualcomm-acquire-nuvia-130000160.html,16,169,2021-1-13 14:58:00,/post/Qualcomm-buying-NUVIA-muJf3AqX,Qualcomm
0,Qualcomm offer,narutoo,/company/Intel/,nan,HelloI got an offer from qualcomm. Can you please let me know if there is any room for negotiation?OfferBase 141kSignon 20kRSU 80k/3Loc is San DiegoMS +3 YOEI don't have any competing offers.,23,112,2020-8-11 18:32:34,/post/Qualcomm-offer-2fEb0dy0,Qualcomm
0, qualcomm yearly rsus,nerd321,/company/Intel/,nan,"hi folks, can someone from qualcomm tell me how much we could expect as yearly rsu bonus at staff level? this is not sign on rsu. i m in the process of an offer evaluation.thanks in advance! #semiconductor",5,35,2020-9-25 18:41:54,/post/qualcomm-yearly-rsus-PrMZS3WR,Qualcomm
0,Qualcomm layoffs?,stemuch,/company/Qualcomm/,nan,Layoffs site has several posts but they don't seem legit. Does anyone know of layoffs happening across any org?#severance #layoffTC:120YOE:9,5,24,2020-9-7 22:46:43,/post/Qualcomm-layoffs-thKohPg8,Qualcomm
0,Qualcomm offer,ryze,/company/AMD/,nan,"Got an offer from Qualcomm , Bay areaSr. Eng roleBase : 123kBonus : 10%RSU : 60k/3Joining : 22kIs this good for masters + 6 yrs of exp ?",7,47,2019-11-1 17:38:07,/post/Qualcomm-offer-qTMfCDQM,Qualcomm
0,Qualcomm offer - evaluation,pc_b,nan,nan,Offered Senior Engineer position in qualcomm - Bay AreaYOE: MS+3 Base: 128KSign on: 35KRSU: 60k over 3 yearsThis is the best I could get after negotiations. What do you think? Any comments/opinions are welcome.,9,56,2020-8-2 03:20:06,/post/Qualcomm-offer---evaluation-dDXKi2V2,Qualcomm
0,Qualcomm vs Google,QeVy24,/company/Qualcomm/,nan,"I am about to receive google offer (L4). But have 2 minds about it.In Qualcomm, my work has been appreciated and i don't have any issue with the TC also.The only thing is the work is not challenging.Qualcomm Pros:In Qualcomm i can see growth , apart from promotions probably down the line in few years i will be considered for Managerial role.Google Pros:Might get better work and TC.So the question : After how many years of experience, does Google give opportunity as a Manager? And what are the chances for that? Also if Google doesn't give the opportunity, is it possible to work for Google as an IC for long period of time(say 10-15 years)?Current YOE : 7 yearsNote: This is for H/W Engineer role.",12,40,2019-11-25 05:50:52,/post/Qualcomm-vs-Google-AO1aL5QH,Qualcomm
0,Qualcomm onsite interview ,iONh30,nan,nan,"Hi, i have a virtual fullday interview with qualcomm for Software Engineer - Linux Audio Technology position coming up. My experience is primarily in embedded firmware development. What kind of technical questions can I expect? Would appreciate the help #interview #software #qualcomm #linux #audio",1,7,2021-3-6 00:29:01,/post/Qualcomm-onsite-interview-vwfR2MJz,Qualcomm
0,Qualcomm Compensation,spaul33,nan,Eng,"What is the typical base compensation, RSU, joining bonus, retention bonus, profit sharing and other benefits in Qualcomm (San Diego) for Senior Eng role?",4,20,2019-6-22 02:06:25,/post/Qualcomm-Compensation-PODMhc18,Qualcomm
0,Qualcomm offer,blackbeer,/company/Marvell-Semiconductor/,nan,"Offered Senior Engineer position in modem systems group at qualcomm bay areaYOE - BS+3+MS+3Salary offered after first negotiation Base - 153,000 ( Earlier 150,000)Sign on - 40,000 ( Earlier 15,000)RSU - 80,000/3I have unvested RSUs of around 50,000.Does Qualcomm compensates for the unvested RSUs? Any retention bonus?Also, I have interview scheduled with other companies. Can I ask to extend the deadline to accept the offer?#offer #career #tech #qualcomm #qualcommsalary",1,9,2020-4-21 00:29:30,/post/Qualcomm-offer-JXYq77mL,Qualcomm
0,Qualcomm offer evaluation,xUvz80,/company/Apple/,nan,"Offer for principal engineer in a core team in SD.Base: 216kRSUs: 225kSign-on: 30kCurrently ICT5 at Apple, TC 190/160/40, outside California.Anyone knows what Qualcomm refreshers / cash bonuses are for principal engineers?#qualcomm #apple",2,8,2021-4-10 00:36:07,/post/Qualcomm-offer-evaluation-oFHgWrtQ,Qualcomm
0,Qualcomm sr.staff or principal range ,aynx68,nan,nan,"Looking to relocate to SoCal and getting an offer from a start up. Have been indicated the base would be around 200k, equity % not clear yet.PhD + 10 yoeWondering if any Qualcomm Broadcom folks could share the range for sr staff or PE in San Diego. Hoping to get some data to assist evaluating this offer. Thanks.#Wireless #semiconductor #San Diego",1,6,2021-5-15 21:17:33,/post/Qualcomm-srstaff-or-principal-range-hd7gbZ6p,Qualcomm
0,Qualcomm Offer evaluation,AK-47,/company/Intel/,nan,I have an offer from Qualcomm Austin for Senior Physical Design Engineer positionBase - 116KRSU - 60K / 3No joining bonusI feel they are definitely low balling me.I presently work at Intel Santa Clara - Grade 6YOE - 4 + (1 year of internship)#hardware #semiconductor #offer,1,20,2021-2-8 19:06:00,/post/Qualcomm-Offer-evaluation-25boURn7,Qualcomm
0,Qualcomm bonus 2020 ,tapestri,/company/Qualcomm/,Eng,Qualcomm cash bonus/stock bonus this year for seniors engineers .. hardware design/verif ? Any idea ?,2,5,2020-11-5 04:11:37,/post/Qualcomm-bonus-2020-vQRExokk,Qualcomm
0,Core teams in Qualcomm,Vlrg37,/company/Samsung/,nan,"Hi FolksWhat are the core teams in Qualcomm. Also, what is the designation expected for 10 yoe. I had a good interview with them and  just wanted to understand on the core teams part and the job title to negotiate for.Current TC  90K$  in Bangalore Yoe 11",1,0,2021-5-24 15:36:34,/post/Core-teams-in-Qualcomm-bzKuhwLo,Qualcomm
0,Qualcomm outlook,Xfxd3d,/company/AMD/,nan,What do you folks feel about Qualcomm? Would it be a good move to go there?,3,19,2018-4-16 05:35:49,/post/Qualcomm-outlook-5QjvaF4r,Qualcomm
0,Qualcomm Offer Eval,rEoN64,/company/Cadence-Design-Systems/,nan,"Hi Guys.Looking for feedback If I should consider this offer. Base : 123K ., RSU : 60k/3 , Signon : 15K. Location SD . Level : Senior / HW  ( Dont Think I can push this to staff)Current TC 180K Bay Area , YOE : 5.5  #qualcomm #qualcommsalary #sandiego",1,6,2021-4-20 21:22:50,/post/Qualcomm-Offer-Eval-dveCR4td,Qualcomm
0,Qualcomm vs Cadence Design Systems,hapms,/company/Microsoft/,nan,"Posting for my wifeShe joined Qualcomm 1 month ago.  She interviewed with Cadence around the same time as Qualcomm but got an offer recently. Here are few detailsQualcomm:Role: Post silicon system validation, mixed signal systems.base: 115kSign on: 40kRSU: 60k over 3 yearsrelo: 8klocation: San DiegoCadence:Role: Mixed signal design. base: 150ksign on: 10KRSU: 20k over 4 yearsbonus: 10%relo: 18klocation: San Jose1. Since she has already joined Qualcomm, will she be blacklisted by Qualcomm if she joins Cadence for future consideration at Qualcomm?2. She wants to move to design in her career, her experience is mainly in Post Silicon, but where she does not envision herself working for her entire career. Is Cadence worth the switch for this situation?3. She is on H1B, so visa transfer will be involved, is that an issue?Yoe: 4 years #tech #cadencedesignsystems #cadenceoffer #qualcomm #qualcommlife #hardware #semiconductor #semiconductor",3,39,2020-10-21 06:18:10,/post/Qualcomm-vs-Cadence-Design-Systems-WkyO5Fkh,Qualcomm
0,Qualcomm offer expectations,narutoo,/company/Intel/,nan,"Hi Folks,I got a call from Qualcomm HR, telling me they are ready to make an offer.I was asked for my compensation expectations for the San Diego location.I have 3+ YOE. What can I expect from Qualcomm?Currently in Sacramento area.Current TC 112k at grade6",2,38,2020-7-2 17:29:33,/post/Qualcomm-offer-expectations-qyvwR6SS,Qualcomm
0,Qualcomm offer evaluation,EfdG80,/company/Intel/,nan,"I have offer from Qualcomm in Bay Area:Staff EngineerBase: 190KRSU: 75K (over 3 years)No bonus info in offer letter, but I'm told there is annual bonus.  RSU seemed low to me, but from reading posts here it seems RSU is in line with others.Questions I have:1) What is typical annual RSU refresh like?2) What is typical bonus like?",3,13,2021-2-8 00:00:25,/post/Qualcomm-offer-evaluation-xOuXzzKQ,Qualcomm
0,Qualcomm Offer - New Grad,rjcjueje,/company/Intel/,nan,"I recently accepted a SWE position at Qualcomm, most likely on the Modem Team. How would the performance bonuses work for an entry level person like me? What do performance bonuses consist of and is there a certain range I can expect?OfferSalary: 100kSign On: 25kRetention: 10kRSUs: 40k/3yYOE: 0 (right out of undergrad college)#qualcomm #entrylevel #semiconductor #hardware #software ",3,18,2020-12-25 05:56:53,/post/Qualcomm-Offer---New-Grad-MdS7u0pr,Qualcomm
0,Qualcomm Offer negotiatons,iiiiiia,/company/Intel/,nan,Hi allCan you help me evaluate this offer for senior engineerBase pay: 121kSign on bonus: 35KRSU: 60kYOE is 4.5 years Location SD or AustinIt’s a physical design team #hardware #semiconductor #qualcomm #qualcommsalary #asic #vlsi,0,5,2021-4-26 23:54:02,/post/Qualcomm-Offer-negotiatons-dJiSJSDW,Qualcomm
0,Qualcomm bonus,vNbz40,/company/Facebook/,nan,Asking for a friend who's working at qualcomm. He's planning to resign end of year. Would he still recieve the yearly bonus if he resigns before actually receiving it? Assuming he will still be serving notice on the day the bonus is usually paid out? Or does the company have enough control to not pay out bonus for people who have already resigned? #qualcomm #bonus #yearlybonus,3,10,2020-9-29 00:32:15,/post/Qualcomm-bonus-entEmtZR,Qualcomm
0,Internal transfer at Qualcomm,vfhbcn,/company/Apple/,nan,Recently my fiance got a job offer from Qualcomm for San Diego location. I wanted to know how soon one can request for internal transfer to bay area office. How easy is it and what is the procedure. Appreciate your help.My TC: 200K,0,47,2020-5-24 05:11:58,/post/Internal-transfer-at-Qualcomm-Y3hKTRPT,Qualcomm
0,Qualcomm hiring frenzy,toothdecay,/company/Marvell-Semiconductor/,nan,I saw dozens of Qualcomm Hiring posts on LinkedIn in past few hours!Did Qcom folks get email from HR to share that they’re hiring aggresively?#tech,7,45,2020-6-3 23:37:09,/post/Qualcomm-hiring-frenzy-wzCsVxhC,Qualcomm
0,NetApp vs AMD vs Qualcomm,oIlA24,nan,nan,"Hi,I'm just finishing up my MS and I have around 2 YOE before MS.I have the below offers and I need help in finalizing one of them.NetApp:Base: 103kStocks: 55k / 4 yearsSign on: 10kQualcomm:Base: 103kStocks: 40k / 3 yearsSign on: 25kRelo: 10kAMD:Base: 115kStocks: 30k / 3 yearsSign on: 15k.Please let me which one is better. Thank you",0,27,2021-4-16 11:41:50,/post/NetApp-vs-AMD-vs-Qualcomm-NKr5iZra,Qualcomm
0,Qualcomm layoff,googleme2,/company/Intel/,Eng,Does anyone know the criterion ? Heard about 1k people impacted in San Diego area.@ Qualcomm,1,37,2018-4-19 02:59:02,/post/Qualcomm-layoff-ypKhk5qX,Qualcomm
0,Qualcomm offer negotiation,iiiiiia,/company/Intel/,nan,"Hi all,i'm trying to negotiate an offer for PD role at qualcomm SD or AustinofferBase 122kSignon 30kRsu 60kYOE 4.5whats the maximum base numbers for senior design engineer at Qualcomm",1,0,2021-4-23 06:26:46,/post/Qualcomm-offer-negotiation-Z8E4ZP1s,Qualcomm
0,Possible to negotiate salary at Qualcomm?,ready2,/company/Qualcomm/,nan,I have an offer from Amazon for 30k more than my current base at Qualcomm.Not keen on joining amazon right now and my team is good though my manager bailed on giving a well deserved promotion last year.Has anyone tried negotiating their position and comp based on outside offers?Wondering if it would it look bad if I say I'm leaving and still stay back even if they don't match 😅#amazon #qualcomm #tech,0,7,2021-5-20 19:30:50,/post/Possible-to-negotiate-salary-at-Qualcomm-p8A60gjB,Qualcomm
0,Qualcomm Principal Offer,xmg53ty6,/company/Broadcom/,nan,"Expecting a Principal offer from Qualcomm, Bay area.What should i ask for ?Current TC: 410k  with stock appreciationYoE = 18#qualcomm #qualcommsalary @Qualcomm",1,8,2020-1-3 22:06:21,/post/Qualcomm-Principal-Offer-qeTHEGrM,Qualcomm
0,Qualcomm vs Samsung,l87595,/company/Qualcomm/,nan,"Asking for my girlfriend..My girlfriend joined Qualcomm 2 months ago but was not too happy with the role. She interviewd with Samsung around the same time as Qualcomm but got an offer for them couple of weeks ago. Here are few detailsQualcomm:base: 117kSign on: 15kRSU: 60k over 3 yearsrelo: 8klocation: San diegoShe hasn’t recieved a offer from samung but a verbal one:Samsung:base: 140ksign on: 40k over 3 yearsbonus: 15%location: San jose1. Since she has already joined Qualcomm, will she be blacklisted by Qualcomm if she joins Samsung?2. When i was employed with Qualcomm, the rule was If she decides to join Samsung, i assume she has to give pack the Relocation amount? is this right? anything else that she has to give back.3. Is Samsung worth the hassle, meaning how is the work culture and oppurtunities, heard all decisions are made in korea and not much scope, is this true??Both roles are in Modem Systems.Yoe: 5.5 years@Qualcomm @SamsungEdit:Samsung raised her base to 160kRest is same",2,16,2020-8-9 03:39:52,/post/Qualcomm-vs-Samsung-BF8XDgpY,Qualcomm
0,Qualcomm Offer,OoWA75,/company/Cisco/,nan,i completed a virtual on-site this week and was wondering if anyone has any idea how long they typically take for an offer?@Qualcomm,0,7,2020-6-25 22:34:53,/post/Qualcomm-Offer-EEYjhnqh,Qualcomm
0,Qualcomm offer suggestion,fiipes,/company/Intel/,nan,"Hi. Need your suggestion. 20yoe, Tc at intel. Gr 9, 240k (190base, 30k bonus, 20k stock money). Getting offer from qcom as principal. Initial offer. 215k base, 180k stock (for 3 yrs), they r not spelling the yearly bonus...sign on 40k. Location. Bay area. Pls help evaluating this. What best stock that i can push, for principal at qcom? How abt the offer vary if I ask for Austin or San diego location? Do they reduce on the base and yearly bonus. Thanks in advance.",3,10,2021-1-31 16:56:32,/post/Qualcomm-offer-suggestion-pLLBevZg,Qualcomm
0,Interview at Qualcomm,stuckatwrk,/company/Nokia/,Eng,"Hi, I have an interview scheduled with the Conformance Group in Qualcomm that works with Operators. My experience is primarily in LTE. What kind of technical questions can I expect? Would appreciate the help. #interview #telecom #qualcomm #LTE",3,2,2020-8-24 22:29:14,/post/Interview-at-Qualcomm-RfJ2ZFR1,Qualcomm
0,Qualcomm Camera Systems,XDoO28,/company/Apple/,nan,"Have an interview coming up in 10 days for what I assume is an entry level role in the camera system team at QC Hyderabad.The job area is listed as “Engineering – Camera Systems – ISP/3A/IQ and CV”Any idea on what should I prepare for in the interview ? I am trying to switch to this new field so no idea of what are the expectations for such a role. Also, any particular sources/material/topcis you’d recommend I go through to prepare ? Finally, would it be okay if I directly approach the recruiter asking for more info on what the interview would be based on so I can prepare accordingly?YOE: 3TC: 28LPA",0,0,2021-5-17 09:00:46,/post/Qualcomm-Camera-Systems-bUqEgtV5,Qualcomm
0,Qualcomm Offer Evaluation,GkIB81,/company/Motorola-Mobility/,nan,"Engineer (New Grad) -- San Diego, CABase: 100kSign-on: 20k Stock: 30k over 3 yearsRelocation: 7kThoughts?Does Qualcomm negotiate?",5,21,2019-11-10 06:57:09,/post/Qualcomm-Offer-Evaluation-5fT0SPY5,Qualcomm
0,Qualcomm H1B transfer,iONh30,nan,nan,"Hi i just accepted the offer yesterday, im wondering when would the immigration team from qualcomm would reach out to me to initiate the H1B transfer and how much time would this take?#h1b #h1btransfer #qualcomm",1,5,2021-4-28 00:40:49,/post/Qualcomm-H1B-transfer-G5mZbZ50,Qualcomm
0,Horrible Experience with Qualcomm India,Hlok,/company/Oracle/,nan,Just wanted to share a horrible experience of my friend.Last year 2019 when the lockdown started QC didn't allow employees to move back to their hometowns not even bachelors. They asked a few employees to come to offices in mid of lockdown also for buisness needs.After unlocking also some employees requested them that they want to move back to hometown as it's not manageable but upper management refused.One horrible incident is one where a employee raiser concerns about health safety and in response to that HR handed over that to that employee. I mean like if that guy has a heart attack he will first write an email.When many employees started leaving then upper management realised and said they can make an exception to the employee to allow wfh from hometown.Not to everyone but the ones who gave there resignation. Not a single management person came to office during lockdown due to safety concerns.@Qualcomm,3,3,2021-5-10 19:39:11,/post/Horrible-Experience-with-Qualcomm-India-LMyMGkyU,Qualcomm
0,Qualcomm lowball offer?,BreadPitt,/company/Intel/,nan,I recently got the below offer from Qualcomm for a Senior Software Engineer position (in a Linux team)-Base - 108kRSU - 60k/3 Annual cash bonus- 10% as per the recruiterJoining bonus - 30kLocation- SDI have MS+3YOEThis seems like a really lowball base for a Senior Engineer. Is the base normal for my YOE?Current TC- 120k (Oregon) 🥜#offer #tech,0,24,2020-10-7 17:42:26,/post/Qualcomm-lowball-offer-4QXm2kkh,Qualcomm
0,Qualcomm offer evaluation india,LxEb44,nan,nan,"Dear community,I got an initial offer for a staff engineer role in Qualcomm with 10 years of experience.Location: India Base: 39LRSU: 9L yearlySign on: 4L1. Is this a good offer? How can I negotiate further ?2. I’m also scheduled to interview with another company, what is the best way to handle this situation while not losing my current offer?Thanks#offer #salarynegotiation",2,6,2021-4-5 18:34:45,/post/Qualcomm-offer-evaluation-india-Fdwh2K5K,Qualcomm
0,Qualcomm principal engineer salary,gs75us,/company/Intel/,nan,How much salary should I expect at principal engineer in design?,1,31,2021-2-6 22:19:43,/post/Qualcomm-principal-engineer-salary-PSuDuBsa,Qualcomm
0,Qualcomm Background Check,VJGJ12,/company/Intel/,nan,I am about to join Qualcomm and submit my 2 weeks notice period. No background check has been performed by Qualcomm yet and I was told to set the start date.I am just trying to ensure all checks are done before  I resign.When is the background check performed at Qualcomm?current TC: 200Knew TC: Base: 180RSU: 170 over 3 yearsSign on: 50YOE: 12#qualcomm @qualcomm,2,10,2020-7-11 12:39:35,/post/Qualcomm-Background-Check-kh8QsJzz,Qualcomm
0,New grad: Amazon VS Qualcomm,py_bozo,/company/Qualcomm/,nan,"Hi, I'm a new grad who accepted an offer from Qualcomm (San Diego) but just received another offer from Amazon (Seattle). I'm a swe and love coding, however in Qualcomm it seems to be mostly rf testing (my manager told me he gonna help me join another team that involves more coding, my manager demands so much work with no overtime pay when I was an intern, so I'm hoping to get in another team)I love SD weather and city over all, I'm really hoping Amazon can move me to SD office or at least somewhere in CA.I'm worried about the bad wlb and stress in Amazon and pip. I haven't been placed in a team yet.Qualcomm: SWE in test (mostly rf testing)95 base 25 sign on 40 rsu over 3 years 10 second year bonus (intern) 5 reallocationAmazon: SWE L4116 base 27 sign on 23 sign on second year86 rsu over 4 years 7 reallocation#engineering #software #swe #amazon #offer",1,9,2021-4-23 16:47:56,/post/New-grad-Amazon-VS-Qualcomm-mKShn0Nt,Qualcomm
0,Qualcomm Compensation,rIAc64,nan,nan,How much I should ask Qualcomm San Diego for Embedded Software Engineer position?I have exp of about 2 years. Plus I have an offer in the Bay area with 120K base and 100k stocks over 4 years.,3,4,2019-6-19 00:44:22,/post/Qualcomm-Compensation-mYj1DOyT,Qualcomm
0,Qualcomm offer evaluation,py_bozo,/company/Qualcomm/,nan,"Hey I'm an intern rolling over and received this offer, I would appreciate some feedback pleaseSan DiegoSystem test engineer/software (modem)Base: 95k Signon: 25kRsu: 40kIntern retention: 10kReallocation: 5kTC: 170According to glassdoor system engineer entry level gets 106k base, however my recruiter told me this position is under the testing not software umbrella so this is the max base for entry level.#rate #offer #offerupreviews #evaluation #qualcomm #swe",1,19,2020-11-25 11:24:59,/post/Qualcomm-offer-evaluation-WgC5Kzc7,Qualcomm
