,post_title,post_user,post_firm,post_position,post_text,post_like,post_comment,post_timestamp,post_url,company
0,Honewell offer for SDE 2,sjasthi81,/company/PTC/,nan,"I got an offer from Honeywell for Software Engineer 2 role (location: Philadelphia) and they are offering base $100k+ ... no stocks, no bonus and hikes based on performance.Please let me know if this offer is good enough for this role and also need some reviews regarding Honeywell.YOE: 2+#honeywell #tech",0,2,2021-4-2 21:07:36,/post/Honewell-offer-for-SDE-2-ZVRwWJue,Honeywell
0,Companies should not be allowed to furlough citizens if they employ temporary foreign workers,coronasaur,/company/Amazon/,nan,Saw the thread where Honeywell is furloughing the majority of its workforce--most people at that company are facing two to four weeks unpaid leave.Unless they are on an h1b. Can't furlough a temporary foreign workerThat seems backwards and should result in a two year ban on hiring any foreign temporary workers in future.,29,23,2020-4-3 21:35:18,/post/Companies-should-not-be-allowed-to-furlough-citizens-if-they-employ-temporary-foreign-workers-yaHegCQd,Honeywell
0,Seattle Compensation Comparisons,Lotl,/company/Microsoft/,nan,"This will be edited as info becomes available.Please post OR PM me what you KNOW to be a mid-range and mid-senior level total compensation figure for any of the companies listed below.This is for Seattle area only.UNORDERED Total Comp Updated 3/18Facebook Google L5 $330,000Amazon  L6 $340,000 (averaged over 4 years)Apple HuluUberHBO SalesforceMicrosoft. L64 $265,000Zillow Group $250,000Oracle  $320,000GE HealthcareNintendoAirBnBGoDaddyExpedia GroupBig FishNordstrom CostcoStarbucksOktaPhillipsHoneywellTableauValveLyft   $350,000Concur $180,000SpaceXMozUnityIndeedGlassdoorBoeingAdobeeBayAlibaba $400,000SamsungHTCSAPDropboxDocusign $197,500GrouponTwitter  $320,000",15,45,2018-3-15 18:10:51,/post/Seattle-Compensation-Comparisons-ojam8Sfp,Honeywell
0,Moving from L1B in US to Work Permit in Canada,nish_maha,/company/Honeywell/,nan,"Hi,I have been working for honeywell for almost 3 years in US,Got an offer in Canada, and will be moving there shortly,Interested to know the Pro's and Cons between the two,Also open to suggestions from anyone who has moved already.#L1B #workpermit #canada",0,11,2020-10-23 21:22:26,/post/Moving-from-L1B-in-US-to-Work-Permit-in-Canada-b4JZzvtd,Honeywell
0,Product Design Engineer / Mechanical Engineer,2D-Matrix,/company/Amazon/,Eng,"Hello All. I'm posting on behalf of my Fiancée.She is a Product Design Engineer II at Honeywell, Los Angeles with approximately 3 years experience and looking for referrals in SF Bay Area for Product Design Engineer or Mechanical Engineer roles. Would really appreciate any leads or help here. Happy to share resume and portfolio.Thanks!",3,3,2018-1-30 07:02:13,/post/Product-Design-Engineer-Mechanical-Engineer-ASRSNBt2,Honeywell
0,Sponsorship of H1b visa for control system engineer,pyxA48,/company/Emerson/,Eng,"I have more than 10 years of experience in various control systems e.g Siemens , Honeywell , abb , emerson.Practically it takes me a week to be familiar with any software. Currently iam based in USA on L1B and working as a project lead for a very big company.If any employer is here who can Sponser h1b.",0,10,2019-7-22 01:46:39,/post/Sponsorship-of-H1b-visa-for-control-system-engineer-xPCE88fY,Honeywell
0,Looking for New PhD grad referral,s42,/company/Altran/,nan,"In need of referral for Mechanical engineering PhD,  graduating in May/June. She is looking for Product engineer, Mechanical engineer, or similar roles, flexible anywhere in States. Currently in F1 in visa need to start work immediately after graduating, resume an be forwarded.Therefore, any leads or help is appreciated. Resume can be forwarded.Research areas include Thermal sciences, RF heating also have experience in Research commercialization.[Posting on behalf of a friend. Happy to share responses to her and vice-versa]Thanks in Advance#tesla #amazon #lamresearch #appliedmaterials #Honeywell #asml #gmmotors #ge #jobopening #hiring #recruiting #recruiting #recruiting",3,0,2021-4-18 21:55:00,/post/Looking-for-New-PhD-grad-referral-uPbkBs4Y,Honeywell
0,Pay progression of a UX Researcher ,UzjF10,nan,nan,"I’m currently working on my PhD in Human Factors and am lucky to be involved with a research lab that trains students to be UX researchers by working with companies (i.e., Honeywell, Dell, Google). Many of my peers end up in the Bay Area working as Senior User Experience Researchers a few years after graduation.What kind of pay could I expect with 5 YOE as a Senior User Experience Researcher in the Bay Area? 10 YOE as a Senior UX researcher in the Bay Area?Also, what’s the job title progression of a UX researcher (I.e., Senior, director)?",5,8,2019-6-23 20:24:22,/post/Pay-progression-of-a-UX-Researcher-dLDSmAcn,Honeywell
0,Salary Expectations in Hawaii ,NeVw10,/company/Honeywell/,nan,"I have 3-5 yoe TC mid-80s salary in medium COE.  I am looking to live and work in Hawaii in the near short-term, for 2 years. Being vague because few Honeywell employees post here and it's probably easy to identify me with my salary.I'd like to live in Oahu/Honolulu/Ala Moana.  What are the tech salaries like here for someone with my yoe?C#/.NET, Java, backend.  What would the highest paid language here be so I can brush up on it? #career",1,3,2020-4-1 21:58:53,/post/Salary-Expectations-in-Hawaii-qUKSSKr0,Honeywell
0,Recommend me EE jobs thats not through contracting firm,jibegaja,nan,nan,"I can’t believe how little there are for Electrical Engineer positions in Seattle. Aside from Microsoft, Amazon, all hardware jobs I see are from contract-to-hire business companies. And imo they tend to have lesser pay, and/or strong separation from clients.I’m open to non-big tech companies. I just applied to Amazon MSFT Paccar UW Samsung Honeywell...And I can’t pass security clearance, as I am not a US Citizen. So Boeing or government related companies are a no-go. I’m sure I can find something....If anyone knows good companies hiring EEs, please let me know. Thanks.request tax: TC panasonic as contractor 55k GA 1yoe ",2,4,2018-11-19 03:06:09,/post/Recommend-me-EE-jobs-thats-not-through-contracting-firm-tCu8cfY4,Honeywell
0,Need Referrals for New Grad Computer Science,MUSM33,nan,nan,"Hey everybody, I am currently pursuing a Masters in Computer Science from the University of Minnesota. Will be graduating in May of this year (2019) and I am currently looking for a job after that! I have been doing Leetcode since about 3 months now (~400 questions in)I can send resume + profile on request. I don't have any work experience prior to the Masters degree. Pretty much open to all companies except Google and Microsoft (have on-site interviews with them in the upcoming weeks)I am looking for a Software Developer or a Data Scientist position. Looking for referrals from:LinkedInDropboxYelpAppleAirbnbBoxQuoraRobinhoodPinterestNetflixSalesforceLyftOracle Cloud InfraSlackUberBloombergBlackRockIBM3MHoneywellFeel free to ask ANY questions or DM me whenever. Thank you so much!",2,7,2019-3-3 21:28:38,/post/Need-Referrals-for-New-Grad-Computer-Science-EKgq7er0,Honeywell
0,Software guy in Aerospace industry ,Johnny Sin,/company/Microsoft/,nan,"Trying to pursue and live the dream. In all these companies, my concern is that software is not the first/primary business or function. Compensation is also a concern but not as much as for medical benefits. SpaceX, Blue origins, boeing, Honeywell are some possibilities in greater Seattle area. Is anyone in the area working on flight software or communications or guidance? What is your take on it?",3,2,2016-12-8 08:12:36,/post/Software-guy-in-Aerospace-industry-8oQKgQ8z,Honeywell
0,Referrals for Big Tech Companies in India,Kal_E,/company/Tata-Consultancy-Services/,Eng,"Hi @all,I am a 2021 graduate.I have been doing Leetcode for like 6-7 months or so.Along with leetcode I took some help from Elements of Programming interview and Cracking the coding interview also!And for Mock Interviews, I have given 5-6 interview.Now, its time for placement, so I have to go for Off Campus.I have done Summer Internship at TCS that I was selected on the basis of my Codevita 2019 performance.I have done Projects like Sorting Visualisation, Todo App and Desktop Assistant.I have referral from Microsoft, Amazon and Google.Any more referrals would highly appreciated.Companies Preferred : -AdobeFacebookLinkedinAtlassianSamsungIntuitQualcommSAPPaytmFlipkartPaypalMorgan StanleyAmerican ExpressUberOlaGE DigitalDellGrouponNetAppVisaHoneywellZohoMedia .netHere is my graph of my Leetcode.",4,7,2020-8-5 14:30:05,/post/Referrals-for-Big-Tech-Companies-in-India-rYnymN28,Honeywell
0,Asking for referal,LYWW85,/company/Honeywell/,nan,"Hello, I want to ask for referral for software engineer /UI & UX roles in tech industry anywhere in US. I have 2 years experience and graduated in May 2020 with MSCS from USFCA. I have interned in Oracle in summer 2019. Hoping to get some referral for jobs and currently on clock with EAD card and would like to get a job as soon as possible !! I don't work in HONEYWELL !! My family is helping me with blind. #offer #tech #newgrad#jobhunt#hustler#flexible#curious#techcareer #tech#opt #usa #job#2020#covid-19",0,0,2020-9-20 19:14:59,/post/Asking-for-referal-QXY7BXur,Honeywell
0,Why does anybody care about the DJI?,MarsBound,/company/Facebook/,nan,"The DJI is full of stocks that nobody cares about like Honeywell, Boeing, Coca Cola, Walgreens, and Merck. Stocks that have done nothing year over year despite the biggest bull market ever. The DJI is clearly a terrible indicator of the economy as a whole, excludes some of the most important stocks, and has only 30 total stocks so no matter what you include it can't possibly be a good representation of anything. On top of that they insist on using the ridiculous measure of price per share which is almost arbitrary at this point.The S&P 500 is nothing to write home about but it's a far superior measure of the broader economy, has more diversity of stocks and sectors, and is rationally weighted. The Nasdaq is arguably better since we have a tech-centric economy. Yet the news outlets all insist on leading with the DJI every time ""the market"" is being discussed and acting like DJI 30k actually meant something. This fixation with the DJI is approaching the most widespread and stupefying display of willfull ignorance about the stock market I've ever seen.",6,13,2021-2-15 01:28:13,/post/Why-does-anybody-care-about-the-DJI-1HCALOnu,Honeywell
0,Fullstack to the role that is kind of PM(intern),Bearded007,nan,nan,"I am in my second last smester. Did a full stack internship last year at not a big company here in Vancouver. I have been to 10 interviews this month, but no luck. Applied to a position that I wasn’t sure and got the offer yesterday. Its more like a PM role. Not sure if I should accept it or not. If I dont get any offers before the end of this tem, I will have to graduate next term. And I don’t feel like I am ready to graduate right now.LC is low. planning to do more LC during my next internship, dont get time to do a lot with 5 courses and a part time job. poor student problems.I have onsite scheduled this week with Honeywell Vancouver(better company than current) for fullstack. But I only have 24 hours or weekend to respond for the current offer (shitty university policies).LC : 25 (not counting easy)TC offered: $40K",0,4,2019-11-2 18:56:11,/post/Fullstack-to-the-role-that-is-kind-of-PMintern-SmTkiaMi,Honeywell
